Verb,Tense,Person,Covered,Form Key
bultzatu,present,gu,YES,bultzatu-present-gu
bultzatu,present,zuek,YES,bultzatu-present-zuek
bultzatu,present,haiek,YES,bultzatu-present-haiek
dantzarazi,future,ni,YES,dantzarazi-future-ni
dantzarazi,future,zu,YES,dantzarazi-future-zu
dantzarazi,future,hura,YES,dantzarazi-future-hura
dantzarazi,future,gu,YES,dantzarazi-future-gu
dantzarazi,future,zuek,YES,dantzarazi-future-zuek
dantzarazi,future,haiek,YES,dantzarazi-future-haiek
dantzarazi,past,ni,YES,dantzarazi-past-ni
dantzarazi,past,zu,YES,dantzarazi-past-zu
dantzarazi,past,hura,YES,dantzarazi-past-hura
dantzarazi,past,gu,YES,dantzarazi-past-gu
dantzarazi,past,zuek,YES,dantzarazi-past-zuek
dantzarazi,past,haiek,YES,dantzarazi-past-haiek
dantzarazi,present,ni,YES,dantzarazi-present-ni
dantzarazi,present,zu,YES,dantzarazi-present-zu
dantzarazi,present,hura,YES,dantzarazi-present-hura
dantzarazi,present,gu,YES,dantzarazi-present-gu
dantzarazi,present,zuek,YES,dantzarazi-present-zuek
dantzarazi,present,haiek,YES,dantzarazi-present-haiek
deitu,future,ni,YES,deitu-future-ni
deitu,future,zu,YES,deitu-future-zu
deitu,future,hura,YES,deitu-future-hura
deitu,future,gu,YES,deitu-future-gu
deitu,future,zuek,YES,deitu-future-zuek
deitu,future,haiek,YES,deitu-future-haiek
deitu,past,ni,YES,deitu-past-ni
deitu,past,zu,YES,deitu-past-zu
deitu,past,hura,YES,deitu-past-hura
deitu,past,gu,YES,deitu-past-gu
deitu,past,zuek,YES,deitu-past-zuek
deitu,past,haiek,YES,deitu-past-haiek
deitu,present,ni,YES,deitu-present-ni
deitu,present,zu,YES,deitu-present-zu
deitu,present,hura,YES,deitu-present-hura
deitu,present,gu,YES,deitu-present-gu
deitu,present,zuek,YES,deitu-present-zuek
deitu,present,haiek,YES,deitu-present-haiek
edan,future,ni,YES,edan-future-ni
edan,future,zu,YES,edan-future-zu
edan,future,hura,YES,edan-future-hura
edan,future,gu,YES,edan-future-gu
edan,future,zuek,YES,edan-future-zuek
edan,future,haiek,YES,edan-future-haiek
edan,futurePlural,ni,YES,edan-futurePlural-ni
edan,futurePlural,zu,YES,edan-futurePlural-zu
edan,futurePlural,hura,YES,edan-futurePlural-hura
edan,futurePlural,gu,YES,edan-futurePlural-gu
edan,futurePlural,zuek,YES,edan-futurePlural-zuek
edan,futurePlural,haiek,YES,edan-futurePlural-haiek
edan,past,ni,YES,edan-past-ni
edan,past,zu,YES,edan-past-zu
edan,past,hura,YES,edan-past-hura
edan,past,gu,YES,edan-past-gu
edan,past,zuek,YES,edan-past-zuek
edan,past,haiek,YES,edan-past-haiek
edan,pastPlural,ni,YES,edan-pastPlural-ni
edan,pastPlural,zu,YES,edan-pastPlural-zu
edan,pastPlural,hura,YES,edan-pastPlural-hura
edan,pastPlural,gu,YES,edan-pastPlural-gu
edan,pastPlural,zuek,YES,edan-pastPlural-zuek
edan,pastPlural,haiek,YES,edan-pastPlural-haiek
edan,present,ni,YES,edan-present-ni
edan,present,zu,YES,edan-present-zu
edan,present,hura,YES,edan-present-hura
edan,present,gu,YES,edan-present-gu
edan,present,zuek,YES,edan-present-zuek
edan,present,haiek,YES,edan-present-haiek
edan,presentPlural,ni,YES,edan-presentPlural-ni
edan,presentPlural,zu,YES,edan-presentPlural-zu
edan,presentPlural,hura,YES,edan-presentPlural-hura
edan,presentPlural,gu,YES,edan-presentPlural-gu
edan,presentPlural,zuek,YES,edan-presentPlural-zuek
edan,presentPlural,haiek,YES,edan-presentPlural-haiek
eduki,future,ni,YES,eduki-future-ni
eduki,future,zu,YES,eduki-future-zu
eduki,future,hura,YES,eduki-future-hura
eduki,future,gu,YES,eduki-future-gu
eduki,future,zuek,YES,eduki-future-zuek
eduki,future,haiek,YES,eduki-future-haiek
eduki,futurePlural,ni,YES,eduki-futurePlural-ni
eduki,futurePlural,zu,YES,eduki-futurePlural-zu
eduki,futurePlural,hura,YES,eduki-futurePlural-hura
eduki,futurePlural,gu,YES,eduki-futurePlural-gu
eduki,futurePlural,zuek,YES,eduki-futurePlural-zuek
eduki,futurePlural,haiek,YES,eduki-futurePlural-haiek
eduki,past,ni,YES,eduki-past-ni
eduki,past,zu,YES,eduki-past-zu
eduki,past,hura,YES,eduki-past-hura
eduki,past,gu,YES,eduki-past-gu
eduki,past,zuek,YES,eduki-past-zuek
eduki,past,haiek,YES,eduki-past-haiek
eduki,pastPlural,ni,YES,eduki-pastPlural-ni
eduki,pastPlural,zu,YES,eduki-pastPlural-zu
eduki,pastPlural,hura,YES,eduki-pastPlural-hura
eduki,pastPlural,gu,YES,eduki-pastPlural-gu
eduki,pastPlural,zuek,YES,eduki-pastPlural-zuek
eduki,pastPlural,haiek,YES,eduki-pastPlural-haiek
eduki,present,ni,YES,eduki-present-ni
eduki,present,zu,YES,eduki-present-zu
eduki,present,hura,YES,eduki-present-hura
eduki,present,gu,YES,eduki-present-gu
eduki,present,zuek,YES,eduki-present-zuek
eduki,present,haiek,YES,eduki-present-haiek
eduki,presentPlural,ni,YES,eduki-presentPlural-ni
eduki,presentPlural,zu,YES,eduki-presentPlural-zu
eduki,presentPlural,hura,YES,eduki-presentPlural-hura
eduki,presentPlural,gu,YES,eduki-presentPlural-gu
eduki,presentPlural,zuek,YES,eduki-presentPlural-zuek
eduki,presentPlural,haiek,YES,eduki-presentPlural-haiek
egin,future,ni,YES,egin-future-ni
egin,future,zu,YES,egin-future-zu
egin,future,hura,YES,egin-future-hura
egin,future,gu,YES,egin-future-gu
egin,future,zuek,YES,egin-future-zuek
egin,future,haiek,YES,egin-future-haiek
egin,futurePlural,ni,YES,egin-futurePlural-ni
egin,futurePlural,zu,YES,egin-futurePlural-zu
egin,futurePlural,hura,YES,egin-futurePlural-hura
egin,futurePlural,gu,YES,egin-futurePlural-gu
egin,futurePlural,zuek,YES,egin-futurePlural-zuek
egin,futurePlural,haiek,YES,egin-futurePlural-haiek
egin,past,ni,YES,egin-past-ni
egin,past,zu,YES,egin-past-zu
egin,past,hura,YES,egin-past-hura
egin,past,gu,YES,egin-past-gu
egin,past,zuek,YES,egin-past-zuek
egin,past,haiek,YES,egin-past-haiek
egin,pastPlural,ni,YES,egin-pastPlural-ni
egin,pastPlural,zu,YES,egin-pastPlural-zu
egin,pastPlural,hura,YES,egin-pastPlural-hura
egin,pastPlural,gu,YES,egin-pastPlural-gu
egin,pastPlural,zuek,YES,egin-pastPlural-zuek
egin,pastPlural,haiek,YES,egin-pastPlural-haiek
egin,present,ni,YES,egin-present-ni
egin,present,zu,YES,egin-present-zu
egin,present,hura,YES,egin-present-hura
egin,present,gu,YES,egin-present-gu
egin,present,zuek,YES,egin-present-zuek
egin,present,haiek,YES,egin-present-haiek
egin,presentPlural,ni,YES,egin-presentPlural-ni
egin,presentPlural,zu,YES,egin-presentPlural-zu
egin,presentPlural,hura,YES,egin-presentPlural-hura
egin,presentPlural,gu,YES,egin-presentPlural-gu
egin,presentPlural,zuek,YES,egin-presentPlural-zuek
egin,presentPlural,haiek,YES,egin-presentPlural-haiek
egon,future,ni,YES,egon-future-ni
egon,future,zu,YES,egon-future-zu
egon,future,hura,YES,egon-future-hura
egon,future,gu,YES,egon-future-gu
egon,future,zuek,YES,egon-future-zuek
egon,future,haiek,YES,egon-future-haiek
egon,imperative,hi,YES,egon-imperative-hi
egon,imperative,zu,YES,egon-imperative-zu
egon,imperative,hura,YES,egon-imperative-hura
egon,imperative,zuek,YES,egon-imperative-zuek
egon,imperative,haiek,YES,egon-imperative-haiek
egon,past,ni,YES,egon-past-ni
egon,past,hi,YES,egon-past-hi
egon,past,zu,YES,egon-past-zu
egon,past,hura,YES,egon-past-hura
egon,past,gu,YES,egon-past-gu
egon,past,zuek,YES,egon-past-zuek
egon,past,haiek,YES,egon-past-haiek
egon,present,ni,YES,egon-present-ni
egon,present,hi,YES,egon-present-hi
egon,present,zu,YES,egon-present-zu
egon,present,hura,YES,egon-present-hura
egon,present,gu,YES,egon-present-gu
egon,present,zuek,YES,egon-present-zuek
egon,present,haiek,YES,egon-present-haiek
ekarri,future,ni,NO,ekarri-future-ni
ekarri,future,zu,NO,ekarri-future-zu
ekarri,future,hura,NO,ekarri-future-hura
ekarri,future,gu,NO,ekarri-future-gu
ekarri,future,zuek,NO,ekarri-future-zuek
ekarri,future,haiek,NO,ekarri-future-haiek
ekarri,past,ni,YES,ekarri-past-ni
ekarri,past,zu,YES,ekarri-past-zu
ekarri,past,hura,YES,ekarri-past-hura
ekarri,past,gu,YES,ekarri-past-gu
ekarri,past,zuek,YES,ekarri-past-zuek
ekarri,past,haiek,YES,ekarri-past-haiek
ekarri,present,ni,YES,ekarri-present-ni
ekarri,present,zu,YES,ekarri-present-zu
ekarri,present,hura,YES,ekarri-present-hura
ekarri,present,gu,YES,ekarri-present-gu
ekarri,present,zuek,YES,ekarri-present-zuek
ekarri,present,haiek,YES,ekarri-present-haiek
ekin,future,ni,YES,ekin-future-ni
ekin,future,zu,YES,ekin-future-zu
ekin,future,hura,YES,ekin-future-hura
ekin,future,gu,YES,ekin-future-gu
ekin,future,zuek,YES,ekin-future-zuek
ekin,future,haiek,YES,ekin-future-haiek
ekin,past,ni,YES,ekin-past-ni
ekin,past,zu,YES,ekin-past-zu
ekin,past,hura,YES,ekin-past-hura
ekin,past,gu,YES,ekin-past-gu
ekin,past,zuek,YES,ekin-past-zuek
ekin,past,haiek,YES,ekin-past-haiek
ekin,present,ni,YES,ekin-present-ni
ekin,present,zu,YES,ekin-present-zu
ekin,present,hura,YES,ekin-present-hura
ekin,present,gu,YES,ekin-present-gu
ekin,present,zuek,YES,ekin-present-zuek
ekin,present,haiek,YES,ekin-present-haiek
eman,baldintza,zu,YES,eman-baldintza-zu
eman,baldintza,hura,YES,eman-baldintza-hura
eman,baldintza,zuek,YES,eman-baldintza-zuek
eman,baldintza,haiek,YES,eman-baldintza-haiek
eman,baldintzaPlural,zu,YES,eman-baldintzaPlural-zu
eman,baldintzaPlural,hura,YES,eman-baldintzaPlural-hura
eman,baldintzaPlural,zuek,YES,eman-baldintzaPlural-zuek
eman,baldintzaPlural,haiek,YES,eman-baldintzaPlural-haiek
eman,conditional,zu,YES,eman-conditional-zu
eman,conditional,hura,YES,eman-conditional-hura
eman,conditional,zuek,YES,eman-conditional-zuek
eman,conditional,haiek,YES,eman-conditional-haiek
eman,conditionalPast,zu,YES,eman-conditionalPast-zu
eman,conditionalPast,hura,YES,eman-conditionalPast-hura
eman,conditionalPast,zuek,YES,eman-conditionalPast-zuek
eman,conditionalPast,haiek,YES,eman-conditionalPast-haiek
eman,conditionalPastPlural,zu,YES,eman-conditionalPastPlural-zu
eman,conditionalPastPlural,hura,YES,eman-conditionalPastPlural-hura
eman,conditionalPastPlural,zuek,YES,eman-conditionalPastPlural-zuek
eman,conditionalPastPlural,haiek,YES,eman-conditionalPastPlural-haiek
eman,conditionalPlural,zu,YES,eman-conditionalPlural-zu
eman,conditionalPlural,hura,YES,eman-conditionalPlural-hura
eman,conditionalPlural,zuek,YES,eman-conditionalPlural-zuek
eman,conditionalPlural,haiek,YES,eman-conditionalPlural-haiek
eman,futurePlural,zu,NO,eman-futurePlural-zu
eman,futurePlural,hura,NO,eman-futurePlural-hura
eman,futurePlural,zuek,NO,eman-futurePlural-zuek
eman,futurePlural,haiek,NO,eman-futurePlural-haiek
eman,imperativeDitransitive,ni,YES,eman-imperativeDitransitive-ni
eman,imperativeDitransitive,hura,YES,eman-imperativeDitransitive-hura
eman,imperativeDitransitive,gu,YES,eman-imperativeDitransitive-gu
eman,imperativeDitransitive,haiek,YES,eman-imperativeDitransitive-haiek
eman,pastPlural,zu,YES,eman-pastPlural-zu
eman,pastPlural,hura,YES,eman-pastPlural-hura
eman,pastPlural,zuek,YES,eman-pastPlural-zuek
eman,pastPlural,haiek,YES,eman-pastPlural-haiek
eman,potential,zu,YES,eman-potential-zu
eman,potential,hura,YES,eman-potential-hura
eman,potential,zuek,YES,eman-potential-zuek
eman,potential,haiek,YES,eman-potential-haiek
eman,potentialAlegiazkoa,zu,YES,eman-potentialAlegiazkoa-zu
eman,potentialAlegiazkoa,hura,YES,eman-potentialAlegiazkoa-hura
eman,potentialAlegiazkoa,zuek,YES,eman-potentialAlegiazkoa-zuek
eman,potentialAlegiazkoa,haiek,YES,eman-potentialAlegiazkoa-haiek
eman,potentialAlegiazkoaPlural,zu,YES,eman-potentialAlegiazkoaPlural-zu
eman,potentialAlegiazkoaPlural,hura,YES,eman-potentialAlegiazkoaPlural-hura
eman,potentialAlegiazkoaPlural,zuek,YES,eman-potentialAlegiazkoaPlural-zuek
eman,potentialAlegiazkoaPlural,haiek,YES,eman-potentialAlegiazkoaPlural-haiek
eman,potentialLehenaldia,zu,YES,eman-potentialLehenaldia-zu
eman,potentialLehenaldia,hura,YES,eman-potentialLehenaldia-hura
eman,potentialLehenaldia,zuek,YES,eman-potentialLehenaldia-zuek
eman,potentialLehenaldia,haiek,YES,eman-potentialLehenaldia-haiek
eman,potentialLehenaldiaPlural,zu,YES,eman-potentialLehenaldiaPlural-zu
eman,potentialLehenaldiaPlural,hura,YES,eman-potentialLehenaldiaPlural-hura
eman,potentialLehenaldiaPlural,zuek,YES,eman-potentialLehenaldiaPlural-zuek
eman,potentialLehenaldiaPlural,haiek,YES,eman-potentialLehenaldiaPlural-haiek
eman,potentialPlural,zu,YES,eman-potentialPlural-zu
eman,potentialPlural,hura,YES,eman-potentialPlural-hura
eman,potentialPlural,zuek,YES,eman-potentialPlural-zuek
eman,potentialPlural,haiek,YES,eman-potentialPlural-haiek
eman,presentPlural,zu,YES,eman-presentPlural-zu
eman,presentPlural,hura,YES,eman-presentPlural-hura
eman,presentPlural,zuek,YES,eman-presentPlural-zuek
eman,presentPlural,haiek,YES,eman-presentPlural-haiek
eman,subjunctivePresent,zu,YES,eman-subjunctivePresent-zu
eman,subjunctivePresent,hura,YES,eman-subjunctivePresent-hura
eman,subjunctivePresent,zuek,YES,eman-subjunctivePresent-zuek
eman,subjunctivePresent,haiek,YES,eman-subjunctivePresent-haiek
entzun,future,ni,YES,entzun-future-ni
entzun,future,zu,YES,entzun-future-zu
entzun,future,hura,YES,entzun-future-hura
entzun,future,gu,YES,entzun-future-gu
entzun,future,zuek,YES,entzun-future-zuek
entzun,future,haiek,YES,entzun-future-haiek
entzun,futurePlural,ni,YES,entzun-futurePlural-ni
entzun,futurePlural,zu,YES,entzun-futurePlural-zu
entzun,futurePlural,hura,YES,entzun-futurePlural-hura
entzun,futurePlural,gu,YES,entzun-futurePlural-gu
entzun,futurePlural,zuek,YES,entzun-futurePlural-zuek
entzun,futurePlural,haiek,YES,entzun-futurePlural-haiek
entzun,past,ni,YES,entzun-past-ni
entzun,past,zu,YES,entzun-past-zu
entzun,past,hura,YES,entzun-past-hura
entzun,past,gu,YES,entzun-past-gu
entzun,past,zuek,YES,entzun-past-zuek
entzun,past,haiek,YES,entzun-past-haiek
entzun,pastPlural,ni,YES,entzun-pastPlural-ni
entzun,pastPlural,zu,YES,entzun-pastPlural-zu
entzun,pastPlural,hura,YES,entzun-pastPlural-hura
entzun,pastPlural,gu,YES,entzun-pastPlural-gu
entzun,pastPlural,zuek,YES,entzun-pastPlural-zuek
entzun,pastPlural,haiek,YES,entzun-pastPlural-haiek
entzun,present,ni,YES,entzun-present-ni
entzun,present,zu,YES,entzun-present-zu
entzun,present,hura,YES,entzun-present-hura
entzun,present,gu,YES,entzun-present-gu
entzun,present,zuek,YES,entzun-present-zuek
entzun,present,haiek,YES,entzun-present-haiek
entzun,presentPlural,ni,YES,entzun-presentPlural-ni
entzun,presentPlural,zu,YES,entzun-presentPlural-zu
entzun,presentPlural,hura,YES,entzun-presentPlural-hura
entzun,presentPlural,gu,YES,entzun-presentPlural-gu
entzun,presentPlural,zuek,YES,entzun-presentPlural-zuek
entzun,presentPlural,haiek,YES,entzun-presentPlural-haiek
eragin,future,ni,YES,eragin-future-ni
eragin,future,zu,YES,eragin-future-zu
eragin,future,hura,YES,eragin-future-hura
eragin,future,gu,YES,eragin-future-gu
eragin,future,zuek,YES,eragin-future-zuek
eragin,future,haiek,YES,eragin-future-haiek
eragin,past,ni,YES,eragin-past-ni
eragin,past,zu,YES,eragin-past-zu
eragin,past,hura,YES,eragin-past-hura
eragin,past,gu,YES,eragin-past-gu
eragin,past,zuek,YES,eragin-past-zuek
eragin,past,haiek,YES,eragin-past-haiek
eragin,present,ni,YES,eragin-present-ni
eragin,present,zu,YES,eragin-present-zu
eragin,present,hura,YES,eragin-present-hura
eragin,present,gu,YES,eragin-present-gu
eragin,present,zuek,YES,eragin-present-zuek
eragin,present,haiek,YES,eragin-present-haiek
eraman,future,ni,NO,eraman-future-ni
eraman,future,zu,NO,eraman-future-zu
eraman,future,hura,NO,eraman-future-hura
eraman,future,gu,NO,eraman-future-gu
eraman,future,zuek,NO,eraman-future-zuek
eraman,future,haiek,NO,eraman-future-haiek
eraman,past,ni,YES,eraman-past-ni
eraman,past,zu,YES,eraman-past-zu
eraman,past,hura,YES,eraman-past-hura
